Hello from received
18:05:53.156 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.111 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.113 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.116 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.118 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.121 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.123 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.126 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.128 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.131 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.134 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.136 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.139 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.141 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.144 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.146 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.149 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.152 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.154 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.156 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.159 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.162 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.164 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.166 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.170 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.172 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.174 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.176 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.180 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.182 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.184 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.188 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.190 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.192 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.194 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.198 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.200 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.202 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.204 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.208 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.210 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.212 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.215 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.218 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.220 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.222 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.225 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.228 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.230 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.232 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.236 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.238 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.240 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.243 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.246 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.248 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.250 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.253 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.256 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.258 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.261 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.263 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.266 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.268 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.271 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.274 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.276 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.278 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.281 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.284 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.286 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.289 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.291 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.294 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.297 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.299 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.301 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.304 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.307 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.309 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.311 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.314 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.317 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.319 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.322 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.325 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.327 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.329 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.332 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.335 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.337 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.339 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.343 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.345 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.347 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.349 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.353 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.355 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.357 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.361 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.363 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.365 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.367 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.371 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.373 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.375 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.377 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.381 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.383 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.385 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.388 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.391 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.393 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.395 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.399 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.401 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.403 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.405 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.409 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.411 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.413 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.416 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.419 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.421 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.423 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.426 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.429 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.431 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.434 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.436 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.439 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.441 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.444 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.447 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.449 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.451 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.454 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.457 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.459 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.462 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.464 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.467 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.470 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.472 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.474 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.477 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.480 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.482 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.485 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.488 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.490 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.492 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.495 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.498 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.500 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.502 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.505 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.508 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.510 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.512 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.516 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.518 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.520 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.523 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.526 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.528 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.530 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.534 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.536 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.538 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.540 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.544 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.546 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.548 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.550 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.554 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.556 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.558 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.561 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.564 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.566 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.568 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.572 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.574 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.576 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.579 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.582 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.584 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.586 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.589 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.592 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.594 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.596 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.599 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.602 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.604 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.607 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.609 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.612 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.614 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.617 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.620 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.622 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.625 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.627 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.630 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.632 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.635 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.637 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.640 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.643 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.645 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.647 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.650 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.653 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.655 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.657 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.661 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.663 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.665 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.668 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.671 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.673 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.675 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.678 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.681 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.683 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.685 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.689 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.691 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.693 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.695 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.699 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.701 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.703 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.705 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.709 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.711 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.713 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.717 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.719 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.721 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.723 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.727 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.729 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.731 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.734 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.737 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.739 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.741 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.744 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.747 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.749 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.751 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.755 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.757 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.759 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.762 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.765 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.767 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.769 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.772 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.775 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.777 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.780 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.782 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.785 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.787 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.790 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.792 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.795 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.798 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.800 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.803 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.805 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.808 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.810 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.813 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.816 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.818 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.820 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.823 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.826 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.828 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.830 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.833 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.836 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.838 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.841 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.844 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.846 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.848 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.851 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.854 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.856 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.858 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.862 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.864 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.866 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.868 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.872 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.874 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.876 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.878 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.882 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.884 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.886 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.890 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.892 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.894 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.896 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.900 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.902 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.904 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.907 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.910 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.912 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.914 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.917 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.920 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.922 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.925 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.927 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.930 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.932 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.935 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.938 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.940 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.942 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.945 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.948 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.950 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.953 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.955 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.958 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.960 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.963 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.965 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.968 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.971 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.973 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.975 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.978 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.981 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.983 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.986 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.989 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.991 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.993 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.996 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:57.999 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.001 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.003 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.007 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.009 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.011 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.013 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.017 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.019 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.021 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.023 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.027 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.029 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.031 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.035 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.037 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.039 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.041 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.045 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.047 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.049 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.051 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.055 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.057 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.059 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.062 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.065 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.067 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.069 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.073 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.075 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.077 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.080 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.083 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.085 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.087 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.090 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.093 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.095 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.098 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.100 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.103 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.105 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.108 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.110 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.113 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.116 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.118 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.121 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.123 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.126 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.128 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.131 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.133 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.136 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.138 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.141 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.144 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.146 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.148 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:58.151 > X1 :0	 X2 :0	 Y :0	 Z:0
