Hello from received
18:05:53.156 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.333 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.335 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.339 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.341 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.343 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.345 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.349 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.351 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.353 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.356 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.359 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.361 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.363 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.367 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.369 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.371 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.373 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.377 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.379 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.381 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.383 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.387 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.389 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.391 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.394 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.397 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.399 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.401 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.405 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.407 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.409 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.412 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.415 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.417 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.419 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.422 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.425 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.427 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.429 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.432 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.435 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.437 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.440 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.443 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.445 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.447 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.450 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.453 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.455 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.458 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.460 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.463 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.465 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.468 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.470 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.473 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.476 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.478 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.480 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.483 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.486 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.488 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.491 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.494 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.496 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.498 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.501 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.504 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.506 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.508 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.512 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.514 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.516 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.518 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.522 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.524 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.526 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.528 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.532 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.534 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.536 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.540 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.542 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.544 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.546 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.550 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.552 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.554 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.556 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.560 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.562 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.564 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.567 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.570 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.572 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.574 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.577 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.580 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.582 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.585 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.588 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.590 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.592 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.595 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.598 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.600 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.602 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.605 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.608 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.610 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.613 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.615 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.618 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.620 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.623 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.625 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.628 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.631 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.633 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.636 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.638 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.641 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.643 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.646 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.649 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.651 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.653 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.656 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.659 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.661 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.663 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.667 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.669 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.671 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.674 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.677 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.679 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.681 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.684 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.687 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.689 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.691 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.695 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.697 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.699 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.701 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.705 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.707 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.709 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.712 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.715 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.717 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.719 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.723 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.725 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.727 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.729 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.733 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.735 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.737 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.740 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.743 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.745 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.748 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.750 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.753 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.755 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.758 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.761 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.763 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.765 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.768 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.771 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.773 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.775 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.778 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.781 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.783 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.786 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.788 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.791 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.794 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.796 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.799 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.801 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.804 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.806 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.809 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.812 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.814 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.816 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.819 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.822 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.824 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.826 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.829 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.832 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.834 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.837 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.840 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.842 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.844 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.847 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.850 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.852 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.854 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.858 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.860 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.862 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.864 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.868 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.870 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.872 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.874 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.878 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.880 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.882 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.885 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.888 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.890 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.892 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.896 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.898 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.900 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.903 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.906 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.908 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.910 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.913 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.916 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.918 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.920 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.923 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.926 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.928 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.931 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.933 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.936 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.938 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.941 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.944 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.946 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.949 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.951 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.954 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.956 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.959 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.961 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.964 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.967 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.969 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.971 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.974 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.977 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.979 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.982 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.985 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.987 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.989 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.992 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.995 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.997 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:53.999 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.003 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.005 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.007 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.009 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.013 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.015 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.017 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.019 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.023 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.025 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.027 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.042 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.042 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.042 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.042 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.042 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.043 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.045 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.048 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.053 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.057 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.057 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.058 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.062 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.072 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.072 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.072 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.072 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.073 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.077 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.079 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.081 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.083 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.086 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.089 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.091 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.093 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.096 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.099 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.101 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.104 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.106 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.109 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.111 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.114 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.117 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.119 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.122 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.124 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.127 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.129 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.132 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.134 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.137 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.140 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.142 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.144 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.147 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.150 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.152 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.155 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.158 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.160 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.162 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.165 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.168 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.170 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.172 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.175 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.178 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.180 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.182 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.186 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.188 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.190 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.192 > X1 :0	 X2 :0	 Y :0	 Z:0
18:05:54.196 > X1 :0	 X2 :0	 Y :0	 Z:0
