Hello from received
15:10:53.598 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.598 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.602 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.607 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.607 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.611 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.615 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.615 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.619 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.619 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.623 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.627 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.627 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.631 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.635 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.635 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.639 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.639 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.643 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.648 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.648 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.652 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.656 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.656 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.660 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.660 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.664 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.668 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.668 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.672 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.676 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.676 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.680 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.680 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.684 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.688 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.688 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.693 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.697 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.697 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.701 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.701 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.705 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.709 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.709 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.713 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.717 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.717 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.721 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.721 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.725 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.729 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.729 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.733 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.738 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.738 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.742 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.742 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.746 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.750 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.750 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.754 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.758 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.758 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.762 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.762 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.766 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.770 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.770 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.775 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.779 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.779 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.783 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.783 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.787 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.791 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.791 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.795 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.799 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.799 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.803 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.807 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.807 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.811 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.811 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.815 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.820 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.820 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.824 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.828 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.828 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.832 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.832 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.836 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.840 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.840 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.844 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.848 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.848 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.852 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.852 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.856 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.860 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.860 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.865 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.869 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.869 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.873 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.873 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.877 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.881 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.881 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.885 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.889 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.889 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.893 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.893 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.897 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.901 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.901 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.906 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.910 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.910 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.914 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.914 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.918 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.922 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.922 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.926 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.930 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.930 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.934 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.934 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.938 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.942 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.942 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.946 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.951 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.951 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.955 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.955 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.959 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.963 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.963 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.967 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.971 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.971 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.975 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.975 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.979 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.983 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.983 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.988 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.992 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.992 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.996 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:53.996 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.000 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.004 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.004 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.008 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.012 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.012 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.016 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.016 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.020 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.024 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.024 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.028 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.032 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.032 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.037 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.041 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.041 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.045 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.045 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.049 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.053 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.053 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.057 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.061 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.061 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.065 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.065 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.070 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.074 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.074 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.078 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.082 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.082 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.086 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.086 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.090 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.094 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.094 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.098 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.102 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.102 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.106 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.106 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.110 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.114 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.114 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.118 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.123 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.123 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.127 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.127 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.131 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.135 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.135 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.139 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.143 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.143 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.147 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.147 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.151 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.155 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.155 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.159 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.164 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.164 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.168 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.168 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.172 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.176 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.176 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.180 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.184 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.184 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.188 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.188 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.192 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.196 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.196 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.200 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.205 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.205 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.209 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.209 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.213 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.217 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.217 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.221 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.225 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.225 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.229 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.229 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.233 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.237 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.237 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.241 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.245 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.246 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.250 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.250 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.254 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.258 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.258 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.262 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.266 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.266 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.270 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.274 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.274 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.278 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.278 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.282 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.286 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.286 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.291 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.295 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.295 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.299 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.299 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.303 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.307 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.307 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.311 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.315 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.315 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.319 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.319 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.323 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.327 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.327 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.331 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.336 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.336 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.340 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.340 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.344 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.348 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.348 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.352 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.356 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.356 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.360 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.360 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.364 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.368 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.368 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.372 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.376 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.377 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.381 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.381 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.385 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.389 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.389 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.393 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.397 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.397 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.401 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.401 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.405 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.409 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.409 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.413 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.417 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.417 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.422 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.422 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.430 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.430 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.430 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.434 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.438 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.438 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.442 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.442 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.446 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.450 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.450 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.454 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.458 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.459 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.463 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.463 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.467 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.471 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.471 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.475 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.479 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.479 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.483 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.483 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.487 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.491 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.491 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.495 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.499 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.499 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.504 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.508 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.508 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.512 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.512 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.516 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.520 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.520 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.524 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.528 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.528 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.532 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.532 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.536 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.540 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.540 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.544 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.549 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.549 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.553 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.553 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.557 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.561 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.561 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.565 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.569 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.569 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.573 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.573 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.577 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.581 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.581 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.585 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.590 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.590 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.594 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.594 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.598 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.602 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.602 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.606 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.610 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.610 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.614 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.614 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.618 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.622 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.622 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.627 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.630 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.631 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.635 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.635 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.639 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.643 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.643 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.647 > X1 :0	 X2 :0	 Y :0	 Z:0
15:10:54.651 > X1 :0	 X2 :0	 Y :0	 Z:0
